word,points
ashamed,2
radar,2
vocabulary,2
withdrawal,2
canal,2
guarantee,2
salvation,2
comparable,2
marketplace,2
advocacy,2
undergraduate,2
devastating,2
manual,2
organizational,2
librarian,2
fatal,2
artifact,2
activate,2
variance,2
embarrassing,2
applicant,2
grandparent,2
accountable,2
narrative,2
papa,2
balanced,2
congratulation,2
congratulation,2
hazard,2
warfare,2
accelerate,2
articulate,2
paradise,2
mandatory,2
pasta,2
applause,2
pathway,2
navigate,2
broadcast,2
ambulance,2
paradigm,2
accommodation,2
catalog,2
landmark,2
classification,2
plaza,2
naval,2
managing,2
mathematical,2
afghan,2
diagram,2
navigation,2
accumulate,2
bargain,2
favorable,2
analogy,2
marathon,2
manufacture,2
champagne,1
abundance,1
spatial,1
transparent,1
attain,1
humanitarian,1
classmate,1
partisan,1
elaborate,1
assassination,1
inadequate,1
rehabilitation,1
aftermath,1
manipulation,1
attachment,1
grandpa,1
facial,1
collaborative,1
realization,1
bipartisan,1
admiral,1
warrant,1
rehearsal,1
peasant,1
vanilla,1
affirmative,1
assault,1
transparency,1
aspiration,1
affiliate,1
operational,1
translator,1
collaborate,1
applaud,1
bureaucracy,1
transplant,1
renaissance,1
sanctuary,1
unaware,1
applicable,1
awaken,1
astronaut,1
altar,1
straightforward,1
alternate,1
amazed,1
assurance,1
harass,1
backpack,1
parallel,1
inhabitant,1
embarrassment,1
standardized,1
unacceptable,1
parallel,1
qualification,1
academic,1
salesman,1
attendant,1
cathedral,1
sausage,1
marginal,1
qualitative,1
seasonal,1
evangelical,1
rationale,1
asthma,1
evacuate,1
unfamiliar,1
architectural,1
amateur,1
imaginary,1
comparative,1
advancement,1
fascinate,1
animation,1
charitable,1
devastate,1
aviation,1
nationalism,1
trademark,1
massacre,1
accountant,1
disadvantage,1
mammal,1
quantitative,1
occupational,1
anticipation,1
validate,1
animated,1
hazardous,1
abundant,1
radical,1
unpleasant,1
acquaintance,1
embarrass,1
pharmaceutical,1
spacecraft,1
recreational,1
arrogant,1
catastrophe,1
appliance,1
plantation,1
sustainability,1
understandable,1
abandoned,1
manifestation,1
grammar,1
disappearance,1
arbitrary,1
maternal,1
allocate,1
massage,1
carriage,1
exaggerate,1
broadcasting,1
traumatic,1
manual,1
congratulations,1
congratulations,1
parasite,1
variant,1
globalization,1
tactical,1
catastrophic,1
paranoid,1
saturated,1
allocation,1
geographical,1
supernatural,1
archaeologist,1
pharmacy,1
pancake,1
variability,1
irrational,1
elaborate,1
paradox,1
appropriation,1
incapable,1
attacker,1
national,1
contamination,1
mainland,1
planetary,1
awake,1
marital,1
madame,1
allegiance,1
betrayal,1
clearance,1
vacant,1
automated,1
assassin,1
broadway,1
martial,1
plasma,1
vaccination,1
accompanying,1
bargaining,1
apparatus,1
analytical,1
adjacent,1
escalate,1
appealing,1
cardiovascular,1
factual,1
adorable,1
adversary,1
gradual,1
anomaly,1
cafeteria,1
saga,1
allowance,1
cardiac,1
compassionate,1
baggage,1
exacerbate,1
variable,1
radioactive,1
heartbeat,1
accidental,1
appropriate,1
accumulation,1
admiration,1
bureaucrat,1
inflammation,1
antenna,1
taxation,1
evacuation,1
bacterial,1
authoritarian,1
battalion,1
arsenal,1
bureaucratic,1
airway,1
unreasonable,1
bilateral,1
contaminate,1
inaccurate,1
backlash,1
madam,1
fascination,1
amaze,1
degradation,1
characteristic,1
congratulate,1
libertarian,1
packaging,1
paralyze,1
alarming,1
catalyst,1
pragmatic,1
capitalize,1
staircase,1
alleviate,1
capitalist,1
marshal,1
arrogance,1
adaptive,1
theatrical,1
alteration,1
libertarian,1
amateur,1
causal,1
aerial,1
analyse,1
imbalance,1
activation,1
anatomy,1
archaeological,1
cabbage,1
abnormal,1
privatization,1
mediterranean,1
damaging,1
inaugural,1
portrayal,1
atlas,1
autobiography,1
nostalgia,1
granddaughter,1
nationality,1
parliamentary,1
acceleration,1
alienate,1
authorization,1
lateral,1
capitalist,1
appraisal,1
astronomical,1
familiarity,1
malaria,1
validation,1
catalogue,1
apartheid,1
rampant,1
baseman,1
generalization,1
alarm,1
nationalist,1
retaliation,1
damaged,1
pastoral,1
inflammatory,1
magician,1
automaker,1
evaporate,1
gravitational,1
valuation,1
saucepan,1
guaranteed,1
cardboard,1
mafia,1
fashionable,1
paperback,1
inauguration,1
candidacy,1
package,1
anticipated,1
collateral,1
hallmark,1
nationalist,1
mantra,1
assassinate,1
abstraction,1
collaborator,1
railway,1
rainfall,1
cavalry,1
vocational,1
plateau,1
imaginative,1
radiate,1
waterfall,1
devastation,1
multinational,1
nasal,1
participating,1
apocalypse,1
aquarium,1
arabic,1
charcoal,1
warranty,1
lava,1
vagina,1
charismatic,1
drainage,1
pajamas,1
alphabet,1
satisfactory,1
arbitration,1
sandal,1
facade,1
avoidance,1
relaxation,1
aura,1
blatant,1
hierarchical,1
unavailable,1
broadcaster,1
fragrance,1
avalanche,1
cascade,1
handicap,1
transitional,1
aquatic,1
eradicate,1
cannabis,1
advancing,1
bargain,1
pageant,1
autograph,1
incarnation,1
disadvantaged,1
affidavit,1
alternate,1
vegetarian,1
gamma,1
safeguard,1
vacancy,1
archaeology,1
gateway,1
algae,1
aroma,1
arabic,1
authoritative,1
materialize,1
salsa,1
salvage,1
asphalt,1
larva,1
drawback,1
unnatural,1
ascertain,1
ballad,1
gala,1
martian,1
emanate,1
fatality,1
sabbath,1
away,1
ballpark,1
invaluable,1
disparate,1
paramedic,1
amass,1
sacrament,1
acquaint,1
paramount,1
assimilate,1
motivational,1
paranoia,1
academia,1
carcass,1
fallacy,1
nausea,1
apparel,1
orphanage,1
aerospace,1
clarification,1
inspirational,1
parachute,1
pharmacist,1
starvation,1
caveat,1
dissatisfaction,1
ancestral,1
vegetarian,1
graveyard,1
ramification,1
analogous,1
rearrange,1
upheaval,1
fanatic,1
massage,1
mathematician,1
admirable,1
marginalize,1
narrate,1
runaway,1
safari,1
barracks,1
heartbreaking,1
computational,1
farmland,1
sanitation,1
accreditation,1
bandage,1
breathtaking,1
affirmation,1
caravan,1
narration,1
proclamation,1
calculator,1
getaway,1
carnival,1
sabotage,1
vanguard,1
wallpaper,1
reappear,1
avocado,1
incarceration,1
alligator,1
fabricate,1
caretaker,1
vantage,1
abdominal,1
artisan,1
attainment,1
statesman,1
excavation,1
informational,1
anecdotal,1
flashback,1
warhead,1
magistrate,1
metaphysical,1
adrenaline,1
pediatrician,1
transnational,1
abandonment,1
savage,1
cancellation,1
giveaway,1
anthrax,1
appalling,1
attributable,1
handmade,1
fundamentalist,1
malpractice,1
anarchist,1
fundamentalist,1
aggravate,1
analog,1
roadway,1
aggregate,1
arcade,1
savage,1
anarchy,1
annoyance,1
automation,1
handshake,1
avatar,1
diarrhea,1
manageable,1
stationary,1
unbearable,1
unilateral,1
acclaimed,1
panda,1
dashboard,1
democratization,1
radiant,1
sarcasm,1
sectarian,1
aboriginal,1
caterpillar,1
hospitalization,1
paralysis,1
alienation,1
craftsman,1
parallel,1
safeguard,1
asparagus,1
backseat,1
waterway,1
fragrant,1
relational,1
assimilation,1
galactic,1
chaplain,1
miscarriage,1
barrage,1
halfway,1
nontraditional,1
palpable,1
partisan,1
analytics,1
socialization,1
patriarchal,1
accelerated,1
handicapped,1
legalization,1
manufacture,1
measurable,1
oatmeal,1
armchair,1
fairway,1
afghan,1
aggregate,1
hallucination,1
handbag,1
walkway,1
rationality,1
sensational,1
accelerator,1
nonpartisan,1
daycare,1
sarcastic,1
assay,1
rectangular,1
appellate,1
manslaughter,1
amazement,1
exaggerated,1
managerial,1
paraphrase,1
payday,1
propagate,1
fastball,1
prenatal,1
afloat,1
awakening,1
patriarch,1
disapproval,1
heartland,1
escalating,1
exaggeration,1
abnormality,1
contaminated,1
rationalize,1
botanical,1
vascular,1
facilitator,1
pedagogical,1
angular,1
contaminant,1
diaspora,1
mayonnaise,1
parable,1
parade,1
vaccinate,1
antioxidant,1
caricature,1
imaginable,1
totalitarian,1
unmistakable,1
broadband,1
spearhead,1
articulation,1
bazaar,1
liberalization,1
multilateral,1
veterinarian,1
analytic,1
anal,1
excavate,1
combatant,1
escalation,1
observational,1
unavoidable,1
adamant,1
fragmentation,1
antisocial,1
arousal,1
carnage,1
calamity,1
maniac,1
patronage,1
amazon,1
fantasize,1
incarcerate,1
pagan,1
particulars,1
separated,1
stabilization,1
backward,1
palate,1
adjustable,1
appease,1
charisma,1
explanatory,1
extravagant,1
familial,1
generational,1
retaliate,1
saturate,1
impartial,1
nana,1
payback,1
adapter,1
fabrication,1
kayak,1
karma,1
pharaoh,1
reassurance,1
unimaginable,1
unsustainable,1
vaginal,1
cameraman,1
mahogany,1
manufactured,1
cardboard,1
pathological,1
algebra,1
ambivalence,1
anesthesia,1
stagnant,1
vacate,1
archival,1
stairway,1
visualization,1
multivariate,1
saliva,1
transformative,1
brainwash,1
managed,1
polarization,1
taxable,1
laughable,1
reorganization,1
transplant,1
apocalyptic,1
assailant,1
gratification,1
approximate,1
participatory,1
naturalist,1
animate,1
canonical,1
malware,1
approximation,1
barricade,1
shaman,1
invalidate,1
manipulative,1
partake,1
abstract,1
antarctic,1
rehabilitate,1
navigator,1
ravage,1
accentuate,1
ambivalent,1
anthropological,1
blackmail,1
agitate,1
magnolia,1
memorabilia,1
metaphorical,1
balancing,1
heartbreak,1
samurai,1
specialization,1
airwaves,1
articulate,1
mammogram,1
papal,1
ayatollah,1
marshal,1
gravitate,1
hangar,1
quadrant,1
substantiate,1
calculated,1
conversational,1
foundational,1
mandarin,1
auxiliary,1
boardwalk,1
takeaway,1
appreciative,1
ratification,1
reconnaissance,1
unfavorable,1
cartilage,1
emancipation,1
situational,1
wannabe,1
apathy,1
captivate,1
extrapolate,1
caramel,1
approximate,1
categorical,1
grassland,1
patriarchy,1
affectionate,1
camaraderie,1
diagonal,1
reactionary,1
assemblage,1
gubernatorial,1
standardize,1
inadequacy,1
impractical,1
acculturation,1
partisanship,1
saturation,1
accumulated,1
archaic,1
margarine,1
rampage,1
reparation,1
interracial,1
malignant,1
meatball,1
calibrate,1
inseparable,1
material,1
materialism,1
abstain,1
bandwagon,1
exhilarating,1
mania,1
ovarian,1
karate,1
contractual,1
paparazzi,1
apache,1
extracurricular,1
marina,1
scapegoat,1
utilitarian,1
barbarian,1
cleavage,1
madman,1
marshmallow,1
stamina,1
aristocratic,1
ashtray,1
camouflage,1
disarmament,1
appalled,1
faraway,1
fundamentalism,1
acclaim,1
immaculate,1
panorama,1
amnesia,1
habitual,1
mamma,1
paternal,1
abomination,1
appall,1
inaugurate,1
ammonia,1
carcinoma,1
cautionary,1
pancreatic,1
parochial,1
accompaniment,1
attractiveness,1
seaman,1
stalemate,1
circumstantial,1
covariate,1
agreeable,1
aggravated,1
exclamation,1
quarantine,1
radiator,1
audacity,1
barbaric,1
calibration,1
disarray,1
mascara,1
metadata,1
traumatize,1
fauna,1
inescapable,1
aberration,1
advantageous,1
grammatical,1
karaoke,1
paradoxical,1
spatula,1
unparalleled,1
anatomical,1
causation,1
unspeakable,1
agitation,1
amputation,1
biographical,1
gameplay,1
mayoral,1
passageway,1
payload,1
seawater,1
triangular,1
attracting,1
glacial,1
magnification,1
vandalism,1
antagonist,1
apache,1
approaching,1
attached,1
cascade,1
instantaneous,1
macaroni,1
ecclesiastical,1
egalitarian,1
satanic,1
starboard,1
transatlantic,1
unattractive,1
causality,1
readable,1
sailboat,1
actuality,1
cardinal,1
pagan,1
paranormal,1
avian,1
chateau,1
fanfare,1
abstract,1
accolade,1
preparatory,1
heartache,1
landscaping,1
parmesan,1
agrarian,1
avail,1
earmark,1
aggregate,1
annihilate,1
landfall,1
naturalization,1
kappa,1
wasteland,1
achievable,1
agitated,1
confrontational,1
handlebar,1
mainstay,1
mismanagement,1
paramilitary,1
runaway,1
namesake,1
accelerating,1
acreage,1
apparition,1
arcane,1
aristocracy,1
basal,1
claimant,1
ornamental,1
margarita,1
massacre,1
melanoma,1
pragmatism,1
alternating,1
amphitheater,1
layman,1
aristocrat,1
atypical,1
audiotape,1
earmark,1
kangaroo,1
unwarranted,1
antiquated,1
attendant,1
masturbate,1
maturation,1
palatable,1
sanitary,1
almanac,1
appropriateness,1
dramatize,1
marinade,1
secretariat,1
spartan,1
tableau,1
appraise,1
encapsulate,1
laureate,1
melodrama,1
wastewater,1
abate,1
aggregation,1
annihilation,1
automate,1
cabaret,1
chairwoman,1
scandalous,1
urbanization,1
airspace,1
blackmail,1
elaboration,1
graphical,1
intractable,1
mozzarella,1
multiracial,1
stagnation,1
galvanize,1
standardization,1
adequacy,1
alderman,1
balsamic,1
escalator,1
marinate,1
mayan,1
pomegranate,1
stanza,1
amplification,1
pleasurable,1
annotation,1
ballerina,1
habitable,1
propagation,1
satirical,1
steadfast,1
anemia,1
debatable,1
disappearing,1
equatorial,1
lambda,1
naturalistic,1
psychoanalysis,1
retardation,1
wayward,1
adaptable,1
aromatic,1
interchangeable,1
leakage,1
awash,1
breakfast,1
headmaster,1
jackass,1
mainstream,1
practicality,1
adage,1
diaphragm,1
masturbation,1
rationalization,1
separatist,1
affordability,1
airman,1
applicability,1
authentication,1
badass,1
inflatable,1
parasitic,1
plagiarism,1
rainwater,1
antagonism,1
arbitrator,1
blackboard,1
eradication,1
lasagna,1
marginalized,1
sabotage,1
tarmac,1
altercation,1
categorization,1
caviar,1
shenanigans,1
traditionalist,1
capital,1
draconian,1
pheasant,1
rascal,1
salvage,1
bravado,1
camouflage,1
euthanasia,1
mainframe,1
adoration,1
caseload,1
evaporation,1
hearsay,1
inaccuracy,1
intifada,1
particulate,1
abbreviation,1
acceptability,1
broadband,1
defamation,1
masquerade,1
subterranean,1
valiant,1
aficionado,1
alarmed,1
cannibal,1
charade,1
dilapidated,1
fraternal,1
inflationary,1
affiliated,1
extramarital,1
insatiable,1
marketable,1
skateboard,1
tantamount,1
unbalanced,1
parka,1
alias,1
amenable,1
mammalian,1
sacrificial,1
transplantation,1
veranda,1
evaluator,1
expatriate,1
flamboyant,1
methamphetamine,1
playback,1
radiance,1
amphibian,1
bonanza,1
captivating,1
unremarkable,1
antioxidant,1
raincoat,1
transcendental,1
wastewater,1
chainsaw,1
craftsmanship,1
malaise,1
megawatt,1
racetrack,1
daybreak,1
fanatical,1
inanimate,1
annexation,1
archipelago,1
audacious,1
disparage,1
malady,1
maya,1
nautical,1
pancreas,1
paprika,1
playmate,1
substandard,1
affirmative,1
alarmist,1
axial,1
fractional,1
maximal,1
normalization,1
panoramic,1
revitalization,1
adversarial,1
arterial,1
painstaking,1
acquittal,1
backtrack,1
banal,1
extravaganza,1
headway,1
aural,1
backstage,1
campaigner,1
canola,1
trailhead,1
appendage,1
avail,1
aviator,1
awkwardness,1
daydream,1
landscape,1
myocardial,1
packaged,1
placard,1
placenta,1
quasar,1
radial,1
sacramental,1
vacation,1
ballplayer,1
cardigan,1
departmental,1
reincarnation,1
carnal,1
naturalized,1
reclamation,1
unsatisfactory,1
unsubstantiated,1
ballast,1
capitalization,1
exasperation,1
metastasis,1
nationalistic,1
placate,1
garland,1
mailman,1
paraphernalia,1
parkland,1
postgraduate,1
rattlesnake,1
sabbatical,1
alleyway,1
annual,1
autocratic,1
bipartisanship,1
cataract,1
separating,1
watchman,1
alienating,1
antagonistic,1
apnea,1
asymmetrical,1
devaluation,1
quarterfinal,1
radicalism,1
samaritan,1
vernacular,1
abysmal,1
circadian,1
immaterial,1
manga,1
quandary,1
sauna,1
statistician,1
yardage,1
ancillary,1
antimicrobial,1
azalea,1
deactivate,1
gallant,1
inhalation,1
mandated,1
neonatal,1
anomalous,1
assail,1
ballgame,1
cadaver,1
campaigning,1
localization,1
salamander,1
abandon,1
alphabetical,1
catwalk,1
jalapeno,1
libertarianism,1
payable,1
backpacker,1
backwater,1
carbonate,1
familiarize,1
gladiator,1
magnate,1
precautionary,1
tyrannical,1
airfare,1
allegorical,1
seaboard,1
amiable,1
aria,1
cannibalism,1
labrador,1
macrophage,1
navigational,1
sharia,1
stagnate,1
assuage,1
attainable,1
graduated,1
hashtag,1
materialistic,1
neoclassical,1
warplane,1
abrasive,1
actionable,1
adjudication,1
advisable,1
allowable,1
anathema,1
llama,1
palliative,1
panacea,1
restaurateur,1
totalitarianism,1
adjudicate,1
amputate,1
cataloging,1
catalytic,1
haphazard,1
hardball,1
marginalization,1
melodramatic,1
naysayer,1
pariah,1
unanticipated,1
unfathomable,1
abatement,1
ameliorate,1
armament,1
catapult,1
caveman,1
hallucinate,1
headband,1
naturalism,1
alfalfa,1
archetypal,1
caliphate,1
machination,1
programmatic,1
waistband,1
arraignment,1
glaucoma,1
magma,1
metastatic,1
repatriation,1
stratification,1
counterattack,1
managing,1
pharma,1
separatist,1
vandal,1
adaptability,1
anaerobic,1
anorexia,1
antithetical,1
dialectical,1
flammable,1
pragmatist,1
salmonella,1
wearable,1
ablaze,1
aerodynamic,1
alkaline,1
analogue,1
arugula,1
basilica,1
catalogue,1
flagrant,1
irreplaceable,1
larval,1
masquerade,1
palisade,1
abreast,1
affable,1
antimatter,1
articulated,1
authenticate,1
chalkboard,1
harmonica,1
quantification,1
swastika,1
tailback,1
tantalize,1
activated,1
animator,1
apathetic,1
assemblyman,1
cicada,1
damnation,1
diabolical,1
disparaging,1
gargantuan,1
infatuation,1
manipulator,1
parlance,1
procrastination,1
senatorial,1
